,Idx,Open,High,Low,Close,Adj_Close,Volume
0,0,0.19376718278751273,0.19446839072105204,0.19775237152625255,0.19566283567591172,0.19566283567591172,0.061478826779055556
1,0,0.19232369157414686,0.1922431135619988,0.1951927662274713,0.19329039196267964,0.19329039196267964,0.06480530496543016
2,0,0.19594256100198387,0.19481356784637954,0.19423343219936176,0.19121549846344765,0.19121549846344765,0.14699819478444934
3,0,0.2007893764952442,0.20019403198204686,0.20143675888138904,0.19879350648317234,0.19879350648317234,0.04987542321067367
4,0,0.19906534517303956,0.20037676074401267,0.20377721406981458,0.20047298394399704,0.20047298394399704,0.06346528887073731
5,0,0.19672325684011918,0.19752207270866695,0.200874367437013,0.1984184745082217,0.1984184745082217,0.04926522652192714
6,0,0.19728438698718012,0.19644191382918616,0.20039471290891084,0.19641289880523152,0.19641289880523152,0.0344984666542613
7,1,0.48609570252484485,0.49640034364686664,0.4956757300074773,0.49449724403256573,0.49449724403256573,0.021747168324871106
8,1,0.48522807963028886,0.4887884405768668,0.4922295954377696,0.48987736644383706,0.48987736644383706,0.015312916111850846
9,1,0.4835173622646358,0.48673668711856694,0.4891563721550348,0.48736638889021955,0.48736638889021955,0.01982595498802562
10,1,0.4846305296813858,0.485477865365982,0.48103384795571225,0.48371479165214004,0.48371479165214004,0.026271081993518592
11,1,0.4910804278860179,0.4905124044293358,0.486519364771325,0.4863406620949661,0.4863406620949661,0.025190852607896035
12,1,0.4825679075663048,0.4894015118768716,0.4901652670909771,0.48886806686835504,0.48886806686835504,0.02608016897010879
13,1,0.476969246414829,0.48430076683511597,0.48223250106960225,0.4856103331286055,0.4856103331286055,0.021697627603606537
14,2,0.8060038745376645,0.8038989063210265,0.8090864518260396,0.8054648031487526,0.8054648031487526,0.01495042302942717
15,2,0.8031636538432452,0.8116906199336039,0.8163981715597325,0.8125135697859653,0.8125135697859653,0.013059417449450323
16,2,0.8005034817792611,0.8038825422218867,0.813634659001523,0.8071633624102947,0.8071633624102947,0.013344578674290283
17,2,0.8019113021315353,0.804618247400174,0.8135264432503844,0.801066498138846,0.801066498138846,0.013479909425061788
18,2,0.796279918408129,0.8028035800575836,0.8096225004076312,0.806465887883477,0.806465887883477,0.012910795285656616
19,2,0.7959934588025619,0.7990760591427074,0.8035460134669468,0.8008038562797234,0.8008038562797234,0.012579718270376324
20,2,0.7922692277351581,0.8003676597741326,0.8068256586799623,0.8007382458704104,0.8007382458704104,0.016499476801651015
21,3,0.28292918317699284,0.28445825685763754,0.2883356560239246,0.2858286037041399,0.2858286037041399,0.043864079593814366
22,3,0.2865805746407124,0.2857252112053741,0.28835633359381835,0.28297512448544715,0.28297512448544715,0.05554964826087895
23,3,0.2876743588160324,0.2863871017817125,0.29167680121264394,0.28642783740083416,0.28642783740083416,0.05251920609181702
24,3,0.2904474613229912,0.28922961667332525,0.29434807670944846,0.2904064100826345,0.2904064100826345,0.028894323599991265
25,3,0.2900042578312984,0.29135338884337936,0.29394696797953257,0.2892731526548182,0.2892731526548182,0.041545332176577576
26,3,0.29095166378788284,0.289733150115444,0.29511305523186493,0.28954628728876547,0.28954628728876547,0.03610068607857395
27,3,0.2895488388294878,0.29041534643066685,0.29519990668571716,0.289933539362464,0.289933539362464,0.035843315990053144
28,4,0.11775907844284861,0.1179520489472307,0.11939243839794811,0.11719225686250472,0.11719225686250472,0.07134105524152905
29,4,0.11991006410726474,0.11964943248041666,0.12090588235427595,0.11802384393692983,0.11802384393692983,0.06905009896061141
30,4,0.12638333008182137,0.12557809598083583,0.1237011999633315,0.12188418068075056,0.12188418068075056,0.09210828393358149
31,4,0.12345166085698715,0.1259882316888266,0.1262194742618336,0.1255407112544245,0.1255407112544245,0.06215427222263834
32,4,0.1234719935752153,0.1252288774894987,0.12365571613521933,0.12527575289390755,0.12527575289390755,0.09391591610460089
33,4,0.12398025505341936,0.12314166398720652,0.12262193919294623,0.12090584574576356,0.12090584574576356,0.07286715111853273
34,4,0.1250740392287394,0.12447764362389648,0.12613676314986177,0.12370225352556842,0.12370225352556842,0.06394377973953656
35,5,0.20772212048492383,0.20732061146239494,0.20709354134675975,0.20417028264458437,0.20417028264458437,0.0848729220084049
36,5,0.20854755386905952,0.20976112242374023,0.21281238315851062,0.20849125688052475,0.20849125688052475,0.06335170770491122
37,5,0.20884030866950165,0.209671766055622,0.21276688684444583,0.2105661503797567,0.2105661503797567,0.06499259305801573
38,5,0.2068885682556489,0.209671766055622,0.21164215556429783,0.20911495703332078,0.20911495703332078,0.07746356340366495
39,5,0.20416425003028568,0.2072393876894283,0.20784614795494843,0.20721941637743674,0.20721941637743674,0.09663703084332795
40,5,0.20604687344431474,0.20474611581200455,0.20493501980598922,0.20181005985068168,0.20181005985068168,0.0696723787521054
41,5,0.20536784201583458,0.20614298895992458,0.20787094089481742,0.20420288762737046,0.20420288762737046,0.09016773763234007
42,6,0.8502118498538176,0.850917404237959,0.8455487255322194,0.837680838539887,0.837680838539887,0.019400629771315174
43,6,0.8600340236285278,0.8646845668654303,0.8683814149608571,0.8604437593743371,0.8604437593743371,0.023534259221219832
44,6,0.843229897592041,0.8511544903536684,0.8538976899734193,0.8535837100558222,0.8535837100558222,0.01492021527255853
45,6,0.8436637340040107,0.8516244716296805,0.858758859215484,0.8462558743397155,0.8462558743397155,0.01599681972735685
46,6,0.8192474830436807,0.841549706653594,0.8321221603466774,0.8431212967442372,0.8431212967442372,0.017589372669471536
47,6,0.8165873109796967,0.8182366323368452,0.8270570580408826,0.8164851552168365,0.8164851552168365,0.01373123796220887
48,6,0.8298963646295738,0.8282460390077808,0.8330711043974345,0.826742423169371,0.826742423169371,0.018280526146626012
49,7,0.2380147496491227,0.2368461963868947,0.23881795125192282,0.23685072527895634,0.23685072527895634,0.04586383309851831
50,7,0.23779113722245318,0.23829992086260676,0.2415223003723572,0.2385016793290586,0.2385016793290586,0.05164076452207697
51,7,0.23788870496712974,0.23781669315937265,0.24158019357255486,0.23711161437613112,0.23711161437613112,0.03947549667593839
52,7,0.2350952942973773,0.23846640977454964,0.2399137484179246,0.23969198275773831,0.23969198275773831,0.07263757216633107
53,7,0.23006548188452042,0.23384936572707188,0.23519562241076963,0.23530577393878274,0.23530577393878274,0.04997571296347755
54,7,0.22924819190095846,0.23156723724022651,0.23292131530200055,0.23203243848418675,0.23203243848418675,0.06347737197348476
55,7,0.234375572058492,0.23499855071293438,0.2390577780997755,0.23586832108062722,0.23586832108062722,0.03460358964816417
56,8,0.946714726834693,0.9640249678596942,0.9631831035145716,0.9653879307384473,0.9653879307384473,0.0184073987254743
57,8,0.9648038772254368,0.9669595080231513,0.9676946294585222,0.9603495492320223,0.9603495492320223,0.018841182114107964
58,8,0.9582639547055871,0.9621514285063069,0.9638572925136873,0.9580929502824647,0.9580929502824647,0.019777622577035796
59,8,0.9648120705553939,0.9681415462738384,0.9687434578004499,0.9601279758326189,0.9601279758326189,0.022257075260813743
60,8,0.9999999999181485,0.999999999918257,0.9850001922183268,0.9755220917815969,0.9755220917815969,0.02564880220202461
61,8,0.9836297102936314,0.9966329968074914,0.9999999999167603,0.9999999999179418,0.9999999999179418,0.02897165545757498
62,8,0.973913947494053,0.9934360253433543,0.9917675826866672,0.9962007037654159,0.9962007037654159,0.025614969514331735
63,9,0.127359200698005,0.1263333965527281,0.12738556151416594,0.12479881208981344,0.12479881208981344,0.17079707395583846
64,9,0.12495205356005887,0.12675571848330616,0.12796861804248313,0.12684515756088,0.12684515756088,0.2090473440131848
65,9,0.12564735869345475,0.1270318449793999,0.12688935727209785,0.12554479282648814,0.12554479282648814,0.32609273539696576
66,9,0.11820635322557102,0.12310511758087066,0.12081904338637629,0.12405690061648093,0.12405690061648093,0.3821619570759853
67,9,0.11805590453432034,0.11805763208651751,0.12073220441847661,0.11808906621122352,0.11808906621122352,0.1974753565119463
68,9,0.11773468589279358,0.11781398529046962,0.11911952377571934,0.11821135992440511,0.11821135992440511,0.8882276746552076
69,9,0.11791765743844129,0.11847588812823395,0.11894584583992,0.11757543967286115,0.11757543967286115,0.35774200642337695
70,10,0.7255275250139374,0.7265236009753375,0.7245765294513159,0.7138550793023557,0.7138550793023557,0.02844604048806065
71,10,0.7290717066323914,0.7296110092413084,0.7407583256789095,0.7330402773836833,0.7330402773836833,0.011619111601953582
72,10,0.723301189361923,0.7256383194787035,0.7338993840441602,0.7281824492312474,0.7281824492312474,0.013293829642750967
73,10,0.7221389127133284,0.7217064905095298,0.7326590703008427,0.724194385704556,0.724194385704556,0.012599051234772254
74,10,0.7170559197775973,0.7209626527360908,0.7286469616507611,0.7228650478808146,0.7228650478808146,0.009993934282420765
75,10,0.7225072041226706,0.720529391978664,0.7304199203049931,0.7213716331577418,0.7213716331577418,0.014088897803533566
76,10,0.7265752472868264,0.7250252481786987,0.7340575411084875,0.7241533664797231,0.7241533664797231,0.019017595414220823
